id_person,cal_yr,age_grp,sex,sch_grp,weight,earnings,contribution,pension,qx,age_min,regr_0_ind,retir_0_ind,death_ind
5118,2021,15–19,F,C,409.0799509,366287.4965,4432.078708,0.0,0.009967113,15,0,0,0
5119,2021,15–19,F,C,409.0799509,47707.36059,577.2590632,0.0,0.009967113,15,0,0,0
5120,2021,15–19,F,C,409.0799509,157882.0625,1910.372957,0.0,0.009967113,15,0,0,0
5121,2021,15–19,F,C,409.0799509,68581.70908,829.8386798,0.0,0.009967113,15,0,0,0
5122,2021,15–19,F,C,409.0799509,66966.32641,810.2925496,0.0,0.009967113,15,0,0,0
5123,2021,15–19,F,C,409.0799509,64915.79714,785.4811454,0.0,0.009967113,15,0,0,0
5124,2021,15–19,F,C,409.0799509,217031.2804,2626.078493,0.0,0.009967113,15,0,0,0
5125,2021,15–19,F,C,409.0799509,613618.1096,7424.779126,0.0,0.009967113,15,0,0,0
5126,2021,15–19,F,C,409.0799509,120949.7573,1463.492064,0.0,0.009967113,15,0,0,0
5127,2021,15–19,F,C,409.0799509,157616.7963,1907.163235,0.0,0.009967113,15,0,0,0
5128,2021,15–19,F,C,409.0799509,48432.95468,586.0387516,0.0,0.009967113,15,0,0,0
5129,2021,15–19,F,C,409.0799509,77081.1849,932.6823373,0.0,0.009967113,15,0,0,0
5130,2021,15–19,F,C,409.0799509,242665.1139,2936.247878,0.0,0.009967113,15,0,0,0
5131,2021,15–19,F,C,409.0799509,72275.89261,874.5383006,0.0,0.009967113,15,0,0,0
5132,2021,15–19,F,C,409.0799509,330045.5018,3993.550571,0.0,0.009967113,15,0,0,0
5133,2021,15–19,F,C,409.0799509,289813.0401,3506.737785,0.0,0.009967113,15,0,0,0
5134,2021,15–19,F,C,409.0799509,142616.2288,1725.656369,0.0,0.009967113,15,0,0,0
5135,2021,15–19,F,C,409.0799509,327543.4663,3963.275942,0.0,0.009967113,15,0,0,0
5136,2021,15–19,F,C,409.0799509,45948.85075,555.981094,0.0,0.009967113,15,0,0,0
5137,2021,15–19,F,C,409.0799509,133461.8354,1614.888208,0.0,0.009967113,15,0,0,0
5138,2021,15–19,F,C,409.0799509,154389.1197,1868.108348,0.0,0.009967113,15,0,0,0
5139,2021,15–19,F,C,409.0799509,509324.241,6162.823316,0.0,0.009967113,15,0,0,0
5140,2021,15–19,F,C,409.0799509,110994.0071,1343.027486,0.0,0.009967113,15,0,0,0
5141,2021,15–19,F,C,409.0799509,129451.4625,1566.362696,0.0,0.009967113,15,0,0,0
5142,2021,15–19,F,C,409.0799509,60900.87958,736.9006429,0.0,0.009967113,15,0,0,0
5143,2021,15–19,F,C,409.0799509,130019.7515,1573.238993,0.0,0.009967113,15,0,0,0
5144,2021,15–19,F,C,409.0799509,15968.35335,193.2170756,0.0,0.009967113,15,0,0,0
5145,2021,15–19,F,C,409.0799509,117622.9269,1423.237416,0.0,0.009967113,15,0,0,0
5146,2021,15–19,F,C,409.0799509,104618.0005,1265.877806,0.0,0.009967113,15,0,0,0
5147,2021,15–19,F,C,409.0799509,92565.40094,1120.041351,0.0,0.009967113,15,0,0,0
5148,2021,15–19,F,C,409.0799509,48591.444,587.9564724,0.0,0.009967113,15,0,0,0
5149,2021,15–19,F,C,409.0799509,116562.6777,1410.408401,0.0,0.009967113,15,0,0,0
5150,2021,15–19,F,C,409.0799509,79378.32554,960.4777391,0.0,0.009967113,15,0,0,0
5151,2021,15–19,F,C,409.0799509,87484.22875,1058.559168,0.0,0.009967113,15,0,0,0
5152,2021,15–19,F,C,409.0799509,2761.758283,33.41727522,0.0,0.009967113,15,0,0,0
5153,2021,15–19,F,C,409.0799509,127665.7712,1544.755831,0.0,0.009967113,15,0,0,0
5154,2021,15–19,F,C,409.0799509,142732.339,1727.061302,0.0,0.009967113,15,0,0,0
5155,2021,15–19,F,C,409.0799509,52696.69946,637.6300634,0.0,0.009967113,15,0,0,0
5156,2021,15–19,F,C,409.0799509,196659.1408,2379.575604,0.0,0.009967113,15,0,0,0
5157,2021,15–19,F,C,409.0799509,39023.53105,472.1847257,0.0,0.009967113,15,0,0,0
5158,2021,15–19,F,C,409.0799509,170758.2545,2066.174879,0.0,0.009967113,15,0,0,0
5159,2021,15–19,F,C,409.0799509,14409.87257,174.3594581,0.0,0.009967113,15,0,0,0
5160,2021,15–19,F,C,409.0799509,99526.82844,1204.274624,0.0,0.009967113,15,0,0,0
5161,2021,15–19,F,C,409.0799509,539426.9207,6527.06574,0.0,0.009967113,15,0,0,0
5162,2021,15–19,F,C,409.0799509,157481.8458,1905.530335,0.0,0.009967113,15,0,0,0
5163,2021,15–19,F,C,409.0799509,65837.57827,796.634697,0.0,0.009967113,15,0,0,0
5164,2021,15–19,F,C,409.0799509,72261.16597,874.3601082,0.0,0.009967113,15,0,0,0
5165,2021,15–19,F,C,409.0799509,51348.29671,621.3143902,0.0,0.009967113,15,0,0,0
5166,2021,15–19,F,C,409.0799509,186446.9974,2256.008669,0.0,0.009967113,15,0,0,0
5167,2021,15–19,F,C,409.0799509,79082.77014,956.9015187,0.0,0.009967113,15,0,0,0
5168,2021,15–19,F,C,409.0799509,71580.04688,866.1185673,0.0,0.009967113,15,0,0,0
5169,2021,15–19,F,C,409.0799509,72748.33885,880.2549001,0.0,0.009967113,15,0,0,0
5170,2021,15–19,F,C,409.0799509,229649.7848,2778.762396,0.0,0.009967113,15,0,0,0
5171,2021,15–19,F,C,409.0799509,133110.062,1610.63175,0.0,0.009967113,15,0,0,0
5172,2021,15–19,F,C,409.0799509,159824.3883,1933.875099,0.0,0.009967113,15,0,0,0
5173,2021,15–19,F,C,409.0799509,39470.74908,477.5960639,0.0,0.009967113,15,0,0,0
5174,2021,15–19,F,C,409.0799509,39066.45185,472.7040674,0.0,0.009967113,15,0,0,0
5175,2021,15–19,F,C,409.0799509,45152.68813,546.3475263,0.0,0.009967113,15,0,0,0
5176,2021,15–19,F,C,409.0799509,53227.2188,644.0493474,0.0,0.009967113,15,0,0,0
5177,2021,15–19,F,C,409.0799509,34350.8422,415.6451906,0.0,0.009967113,15,0,0,0
5178,2021,15–19,F,C,409.0799509,149523.5082,1809.234449,0.0,0.009967113,15,0,0,0
5179,2021,15–19,F,C,409.0799509,86368.45454,1045.0583,0.0,0.009967113,15,0,0,0
5180,2021,15–19,F,C,409.0799509,88498.40824,1070.83074,0.0,0.009967113,15,0,0,0
5181,2021,15–19,F,C,409.0799509,38044.33296,460.3364288,0.0,0.009967113,15,0,0,0
5182,2021,15–19,F,C,409.0799509,79340.29365,960.0175532,0.0,0.009967113,15,0,0,0
5183,2021,15–19,F,C,409.0799509,133141.7346,1611.014988,0.0,0.009967113,15,0,0,0
5184,2021,15–19,F,C,409.0799509,36444.71163,440.9810107,0.0,0.009967113,15,0,0,0
5185,2021,15–19,F,C,409.0799509,30432.05143,368.2278223,0.0,0.009967113,15,0,0,0
5186,2021,15–19,F,C,409.0799509,98013.18025,1185.959481,0.0,0.009967113,15,0,0,0
5187,2021,15–19,F,C,409.0799509,56131.74294,679.1940896,0.0,0.009967113,15,0,0,0
5188,2021,15–19,F,C,409.0799509,79475.23174,961.6503041,0.0,0.009967113,15,0,0,0
5189,2021,15–19,F,C,409.0799509,25998.68296,314.5840638,0.0,0.009967113,15,0,0,0
5190,2021,15–19,F,C,409.0799509,537423.0205,6502.818548,0.0,0.009967113,15,0,0,0
5191,2021,15–19,F,C,409.0799509,182730.6288,2211.040609,0.0,0.009967113,15,0,0,0
5192,2021,15–19,F,C,409.0799509,83355.60246,1008.60279,0.0,0.009967113,15,0,0,0
5193,2021,15–19,F,C,409.0799509,51460.16267,622.6679683,0.0,0.009967113,15,0,0,0
5194,2021,15–19,F,C,409.0799509,50226.71264,607.7432229,0.0,0.009967113,15,0,0,0
5195,2021,15–19,F,C,409.0799509,36152.23611,437.4420569,0.0,0.009967113,15,0,0,0
5196,2021,15–19,F,C,409.0799509,97792.28801,1183.286685,0.0,0.009967113,15,0,0,0
5197,2021,15–19,F,C,409.0799509,39241.34971,474.8203315,0.0,0.009967113,15,0,0,0
5198,2021,15–19,F,C,409.0799509,137525.9965,1664.064557,0.0,0.009967113,15,0,0,0
5199,2021,15–19,F,C,409.0799509,264997.2865,3206.467167,0.0,0.009967113,15,0,0,0
5200,2021,15–19,F,C,409.0799509,169892.771,2055.702529,0.0,0.009967113,15,0,0,0
5201,2021,15–19,F,C,409.0799509,42169.91477,510.2559687,0.0,0.009967113,15,0,0,0
5202,2021,15–19,F,C,409.0799509,228217.6092,2761.433072,0.0,0.009967113,15,0,0,0
5203,2021,15–19,F,C,409.0799509,203231.9755,2459.106903,0.0,0.009967113,15,0,0,0
5204,2021,15–19,F,C,409.0799509,219528.2234,2656.291503,0.0,0.009967113,15,0,0,0
5205,2021,15–19,F,C,409.0799509,521177.675,6306.249868,0.0,0.009967113,15,0,0,0
5206,2021,15–19,F,C,409.0799509,340933.8406,4125.299472,0.0,0.009967113,15,0,0,0
5207,2021,15–19,F,C,409.0799509,211521.1241,2559.405602,0.0,0.009967113,15,0,0,0
5208,2021,15–19,F,C,409.0799509,482975.5728,5844.00443,0.0,0.009967113,15,0,0,0
5209,2021,15–19,F,C,409.0799509,93656.03005,1133.237964,0.0,0.009967113,15,0,0,0
5210,2021,15–19,F,C,409.0799509,338659.5683,4097.780777,0.0,0.009967113,15,0,0,0
5211,2021,15–19,F,C,409.0799509,176447.6603,2135.01669,0.0,0.009967113,15,0,0,0
5212,2021,15–19,F,C,409.0799509,138959.7021,1681.412395,0.0,0.009967113,15,0,0,0
5213,2021,15–19,F,C,409.0799509,32300.47532,390.8357513,0.0,0.009967113,15,0,0,0
5214,2021,15–19,F,C,409.0799509,131647.7889,1592.938246,0.0,0.009967113,15,0,0,0
5215,2021,15–19,F,C,409.0799509,43915.65601,531.3794377,0.0,0.009967113,15,0,0,0
5216,2021,15–19,F,C,409.0799509,65080.36608,787.4724295,0.0,0.009967113,15,0,0,0
5217,2021,15–19,F,C,409.0799509,243121.8338,2941.774189,0.0,0.009967113,15,0,0,0
5218,2021,15–19,F,C,409.0799509,513669.7905,6215.404465,0.0,0.009967113,15,0,0,0
5219,2021,15–19,F,C,409.0799509,131530.7787,1591.522422,0.0,0.009967113,15,0,0,0
5220,2021,15–19,F,C,409.0799509,34607.09469,418.7458458,0.0,0.009967113,15,0,0,0
5221,2021,15–19,F,C,409.0799509,63576.06488,769.2703851,0.0,0.009967113,15,0,0,0
5222,2021,15–19,F,C,409.0799509,30574.21666,369.9480216,0.0,0.009967113,15,0,0,0
5223,2021,15–19,F,C,409.0799509,11906.6914,144.0709659,0.0,0.009967113,15,0,0,0
5224,2021,15–19,F,C,409.0799509,113732.6572,1376.165153,0.0,0.009967113,15,0,0,0
5225,2021,15–19,F,C,409.0799509,141335.9,1710.16439,0.0,0.009967113,15,0,0,0
5226,2021,15–19,F,C,409.0799509,83159.31124,1006.227666,0.0,0.009967113,15,0,0,0
5364,2021,20–24,F,C,408.4894541,136282.7439,1649.021201,0.0,0.012678903,20,0,0,0
5365,2021,20–24,F,C,408.4894541,152434.5413,1844.45795,0.0,0.012678903,20,0,0,0
5366,2021,20–24,F,C,408.4894541,86036.00592,1041.035672,0.0,0.012678903,20,0,0,0
5367,2021,20–24,F,C,408.4894541,72004.61174,871.255802,0.0,0.012678903,20,0,0,0
5368,2021,20–24,F,C,408.4894541,256837.649,3107.735553,0.0,0.012678903,20,0,0,0
5369,2021,20–24,F,C,408.4894541,299845.34,3628.128614,0.0,0.012678903,20,0,0,0
5370,2021,20–24,F,C,408.4894541,48706.0898,589.3436865,0.0,0.012678903,20,0,0,0
5371,2021,20–24,F,C,408.4894541,54239.09992,656.293109,0.0,0.012678903,20,0,0,0
5372,2021,20–24,F,C,408.4894541,166714.26,2017.242546,0.0,0.012678903,20,0,0,0
5373,2021,20–24,F,C,408.4894541,224941.8607,2721.796514,0.0,0.012678903,20,0,0,0
5374,2021,20–24,F,C,408.4894541,51294.126,620.6589246,0.0,0.012678903,20,0,0,0
5375,2021,20–24,F,C,408.4894541,45319.64034,548.3676481,0.0,0.012678903,20,0,0,0
5376,2021,20–24,F,C,408.4894541,112264.5947,1358.401596,0.0,0.012678903,20,0,0,0
5377,2021,20–24,F,C,408.4894541,220797.0667,2671.644507,0.0,0.012678903,20,0,0,0
5378,2021,20–24,F,C,408.4894541,126008.4196,1524.701877,0.0,0.012678903,20,0,0,0
5379,2021,20–24,F,C,408.4894541,52464.0328,634.8147968,0.0,0.012678903,20,0,0,0
5380,2021,20–24,F,C,408.4894541,90707.14054,1097.556401,0.0,0.012678903,20,0,0,0
5381,2021,20–24,F,C,408.4894541,117129.0783,1417.261847,0.0,0.012678903,20,0,0,0
5382,2021,20–24,F,C,408.4894541,24596.49623,297.6176044,0.0,0.012678903,20,0,0,0
5383,2021,20–24,F,C,408.4894541,223316.5979,2702.130834,0.0,0.012678903,20,0,0,0
5384,2021,20–24,F,C,408.4894541,106009.8489,1282.719171,0.0,0.012678903,20,0,0,0
5385,2021,20–24,F,C,408.4894541,139644.0308,1689.692773,0.0,0.012678903,20,0,0,0
5386,2021,20–24,F,C,408.4894541,87774.3314,1062.06941,0.0,0.012678903,20,0,0,0
5387,2021,20–24,F,C,408.4894541,153012.3364,1851.449271,0.0,0.012678903,20,0,0,0
5388,2021,20–24,F,C,408.4894541,87687.12843,1061.014254,0.0,0.012678903,20,0,0,0
5389,2021,20–24,F,C,408.4894541,76986.34126,931.5347293,0.0,0.012678903,20,0,0,0
5390,2021,20–24,F,C,408.4894541,64628.87379,782.0093729,0.0,0.012678903,20,0,0,0
5391,2021,20–24,F,C,408.4894541,73688.31107,891.6285639,0.0,0.012678903,20,0,0,0
5392,2021,20–24,F,C,408.4894541,39383.10847,476.5356124,0.0,0.012678903,20,0,0,0
5393,2021,20–24,F,C,408.4894541,154597.3921,1870.628444,0.0,0.012678903,20,0,0,0
5394,2021,20–24,F,C,408.4894541,73165.3187,885.3003563,0.0,0.012678903,20,0,0,0
5395,2021,20–24,F,C,408.4894541,419764.803,5079.154116,0.0,0.012678903,20,0,0,0
5396,2021,20–24,F,C,408.4894541,31624.24527,382.6533678,0.0,0.012678903,20,0,0,0
5397,2021,20–24,F,C,408.4894541,358039.9114,4332.282928,0.0,0.012678903,20,0,0,0
5398,2021,20–24,F,C,408.4894541,25966.91602,314.1996838,0.0,0.012678903,20,0,0,0
5399,2021,20–24,F,C,408.4894541,611579.2157,7400.108509,0.0,0.012678903,20,0,0,0
5400,2021,20–24,F,C,408.4894541,141485.7592,1711.977687,0.0,0.012678903,20,0,0,0
5401,2021,20–24,F,C,408.4894541,104131.1918,1259.987421,0.0,0.012678903,20,0,0,0
5402,2021,20–24,F,C,408.4894541,63416.05443,767.3342586,0.0,0.012678903,20,0,0,0
5403,2021,20–24,F,C,408.4894541,363670.9243,4400.418185,0.0,0.012678903,20,0,0,0
5404,2021,20–24,F,C,408.4894541,68597.81282,830.0335352,0.0,0.012678903,20,0,0,0
5405,2021,20–24,F,C,408.4894541,103648.9842,1254.152709,0.0,0.012678903,20,0,0,0
5406,2021,20–24,F,C,408.4894541,190770.228,2308.319759,0.0,0.012678903,20,0,0,0
5407,2021,20–24,F,C,408.4894541,144782.2921,1751.865734,0.0,0.012678903,20,0,0,0
5408,2021,20–24,F,C,408.4894541,51585.81575,624.1883706,0.0,0.012678903,20,0,0,0
5409,2021,20–24,F,C,408.4894541,126946.5543,1536.053307,0.0,0.012678903,20,0,0,0
5410,2021,20–24,F,C,408.4894541,83311.22866,1008.065867,0.0,0.012678903,20,0,0,0
5411,2021,20–24,F,C,408.4894541,130561.1447,1579.789851,0.0,0.012678903,20,0,0,0
5412,2021,20–24,F,C,408.4894541,83431.80306,1009.524817,0.0,0.012678903,20,0,0,0
5413,2021,20–24,F,C,408.4894541,488126.5663,5906.331452,0.0,0.012678903,20,0,0,0
5414,2021,20–24,F,C,408.4894541,449888.1033,5443.64605,0.0,0.012678903,20,0,0,0
5415,2021,20–24,F,C,408.4894541,225164.2066,2724.4869,0.0,0.012678903,20,0,0,1
5416,2021,20–24,F,C,408.4894541,167707.8259,2029.264693,0.0,0.012678903,20,0,0,0
5417,2021,20–24,F,C,408.4894541,141401.1227,1710.953584,0.0,0.012678903,20,0,0,0
5418,2021,20–24,F,C,408.4894541,156400.687,1892.448312,0.0,0.012678903,20,0,0,0
5419,2021,20–24,F,C,408.4894541,176769.0614,2138.905643,0.0,0.012678903,20,0,0,0
5420,2021,20–24,F,C,408.4894541,213459.264,2582.857095,0.0,0.012678903,20,0,0,0
5421,2021,20–24,F,C,408.4894541,83322.80237,1008.205909,0.0,0.012678903,20,0,0,0
5422,2021,20–24,F,C,408.4894541,225022.3333,2722.770233,0.0,0.012678903,20,0,0,0
5423,2021,20–24,F,C,408.4894541,1076803.591,13029.32345,0.0,0.012678903,20,0,0,0
5424,2021,20–24,F,C,408.4894541,53704.88553,649.8291149,0.0,0.012678903,20,0,0,0
5425,2021,20–24,F,C,408.4894541,105238.858,1273.390181,0.0,0.012678903,20,0,0,0
5426,2021,20–24,F,C,408.4894541,62387.47196,754.8884108,0.0,0.012678903,20,0,0,0
5427,2021,20–24,F,C,408.4894541,56931.71944,688.8738053,0.0,0.012678903,20,0,0,0
5428,2021,20–24,F,C,408.4894541,11754.71427,142.2320427,0.0,0.012678903,20,0,0,0
5429,2021,20–24,F,C,408.4894541,297312.1739,3597.477305,0.0,0.012678903,20,0,0,0
5430,2021,20–24,F,C,408.4894541,314315.9035,3803.222433,0.0,0.012678903,20,0,0,0
5431,2021,20–24,F,C,408.4894541,180322.8146,2181.906057,0.0,0.012678903,20,0,0,0
5432,2021,20–24,F,C,408.4894541,39271.80938,475.1888935,0.0,0.012678903,20,0,0,0
5433,2021,20–24,F,C,408.4894541,129251.2063,1563.939597,0.0,0.012678903,20,0,0,0
5434,2021,20–24,F,C,408.4894541,193565.2986,2342.140114,0.0,0.012678903,20,0,0,0
5435,2021,20–24,F,C,408.4894541,205163.4611,2482.47788,0.0,0.012678903,20,0,0,0
5436,2021,20–24,F,C,408.4894541,58933.35506,713.0935962,0.0,0.012678903,20,0,0,0
5437,2021,20–24,F,C,408.4894541,49598.04375,600.1363294,0.0,0.012678903,20,0,0,0
5438,2021,20–24,F,C,408.4894541,121240.075,1467.004908,0.0,0.012678903,20,0,0,0
5439,2021,20–24,F,C,408.4894541,177744.2336,2150.705226,0.0,0.012678903,20,0,0,0
5440,2021,20–24,F,C,408.4894541,73289.63598,886.8045953,0.0,0.012678903,20,0,0,0
5441,2021,20–24,F,C,408.4894541,632748.8475,7656.261055,0.0,0.012678903,20,0,0,0
5442,2021,20–24,F,C,408.4894541,81425.38975,985.247216,0.0,0.012678903,20,0,0,0
5443,2021,20–24,F,C,408.4894541,505494.782,6116.486862,0.0,0.012678903,20,0,0,0
5444,2021,20–24,F,C,408.4894541,105246.5109,1273.482782,0.0,0.012678903,20,0,0,0
5445,2021,20–24,F,C,408.4894541,336520.1459,4071.893766,0.0,0.012678903,20,0,0,0
5446,2021,20–24,F,C,408.4894541,79711.18333,964.5053183,0.0,0.012678903,20,0,0,0
5447,2021,20–24,F,C,408.4894541,58381.15973,706.4120328,0.0,0.012678903,20,0,0,0
5448,2021,20–24,F,C,408.4894541,369397.6756,4469.711875,0.0,0.012678903,20,0,0,0
5449,2021,20–24,F,C,408.4894541,86436.55091,1045.882266,0.0,0.012678903,20,0,0,0
5450,2021,20–24,F,C,408.4894541,148528.0601,1797.189527,0.0,0.012678903,20,0,0,0
5451,2021,20–24,F,C,408.4894541,516972.9593,6255.372807,0.0,0.012678903,20,0,0,0
5452,2021,20–24,F,C,408.4894541,20317.18197,245.8379019,0.0,0.012678903,20,0,0,0
5453,2021,20–24,F,C,408.4894541,72848.48349,881.4666502,0.0,0.012678903,20,0,0,0
5454,2021,20–24,F,C,408.4894541,41364.4122,500.5093876,0.0,0.012678903,20,0,0,0
5455,2021,20–24,F,C,408.4894541,119274.1368,1443.217055,0.0,0.012678903,20,0,0,0
5456,2021,20–24,F,C,408.4894541,94849.22605,1147.675635,0.0,0.012678903,20,0,0,0
5457,2021,20–24,F,C,408.4894541,113256.757,1370.406759,0.0,0.012678903,20,0,0,0
5458,2021,20–24,F,C,408.4894541,175716.1121,2126.164957,0.0,0.012678903,20,0,0,0
5459,2021,20–24,F,C,408.4894541,121278.1817,1467.465999,0.0,0.012678903,20,0,0,0
5460,2021,20–24,F,C,408.4894541,110156.9795,1332.899452,0.0,0.012678903,20,0,0,0
5461,2021,20–24,F,C,408.4894541,876670.7704,10607.71632,0.0,0.012678903,20,0,0,0
5462,2021,20–24,F,C,408.4894541,69814.99624,844.7614546,0.0,0.012678903,20,0,0,0
5463,2021,20–24,F,C,408.4894541,42078.16086,509.1457464,0.0,0.012678903,20,0,0,0
5464,2021,20–24,F,C,408.4894541,433886.1466,5250.022373,0.0,0.012678903,20,0,0,0
5465,2021,20–24,F,C,408.4894541,51415.41955,622.1265766,0.0,0.012678903,20,0,0,0
5466,2021,20–24,F,C,408.4894541,36409.82122,440.5588367,0.0,0.012678903,20,0,0,0
5467,2021,20–24,F,C,408.4894541,119474.0384,1445.635865,0.0,0.012678903,20,0,0,0
5468,2021,20–24,F,C,408.4894541,171680.6774,2077.336196,0.0,0.012678903,20,0,0,0
5469,2021,20–24,F,C,408.4894541,19433.48486,235.1451668,0.0,0.012678903,20,0,0,0
5470,2021,20–24,F,C,408.4894541,242409.6859,2933.1572,0.0,0.012678903,20,0,0,0
5471,2021,20–24,F,C,408.4894541,138046.5333,1670.363052,0.0,0.012678903,20,0,0,0
5472,2021,20–24,F,C,408.4894541,118401.0837,1432.653113,0.0,0.012678903,20,0,0,0
5473,2021,20–24,F,C,408.4894541,102498.6406,1240.233551,0.0,0.012678903,20,0,0,0
5474,2021,20–24,F,C,408.4894541,134911.3592,1632.427446,0.0,0.012678903,20,0,0,0
5475,2021,20–24,F,C,408.4894541,161836.9128,1958.226645,0.0,0.012678903,20,0,0,0
5476,2021,20–24,F,C,408.4894541,25598.75316,309.7449132,0.0,0.012678903,20,0,0,0
5477,2021,20–24,F,C,408.4894541,65132.67688,788.1053903,0.0,0.012678903,20,0,0,0
5478,2021,20–24,F,C,408.4894541,54138.47205,655.0755118,0.0,0.012678903,20,0,0,0
5479,2021,20–24,F,C,408.4894541,180467.4067,2183.655622,0.0,0.012678903,20,0,0,0
5480,2021,20–24,F,C,408.4894541,89846.66152,1087.144604,0.0,0.012678903,20,0,0,0
5481,2021,20–24,F,C,408.4894541,186243.0168,2253.540504,0.0,0.012678903,20,0,0,0
5482,2021,20–24,F,C,408.4894541,114671.0662,1387.519901,0.0,0.012678903,20,0,0,0
5483,2021,20–24,F,C,408.4894541,103959.0445,1257.904439,0.0,0.012678903,20,0,0,0
5484,2021,20–24,F,C,408.4894541,36033.86284,436.0097403,0.0,0.012678903,20,0,0,0
5485,2021,20–24,F,C,408.4894541,110384.2328,1335.649217,0.0,0.012678903,20,0,0,0
5486,2021,20–24,F,C,408.4894541,86022.84048,1040.87637,0.0,0.012678903,20,0,0,0
5487,2021,20–24,F,C,408.4894541,47966.76971,580.3979135,0.0,0.012678903,20,0,0,0
5488,2021,20–24,F,C,408.4894541,44613.5246,539.8236477,0.0,0.012678903,20,0,0,0
5489,2021,20–24,F,C,408.4894541,167418.8529,2025.76812,0.0,0.012678903,20,0,0,0
5490,2021,20–24,F,C,408.4894541,111425.6273,1348.25009,0.0,0.012678903,20,0,0,0
5491,2021,20–24,F,C,408.4894541,186251.9778,2253.648931,0.0,0.012678903,20,0,0,0
5492,2021,20–24,F,C,408.4894541,130681.4548,1581.245603,0.0,0.012678903,20,0,0,0
5493,2021,20–24,F,C,408.4894541,74326.03649,899.3450415,0.0,0.012678903,20,0,0,0
5494,2021,20–24,F,C,408.4894541,62641.36892,757.9605639,0.0,0.012678903,20,0,0,0
5495,2021,20–24,F,C,408.4894541,77691.19395,940.0634468,0.0,0.012678903,20,0,0,0
5496,2021,20–24,F,C,408.4894541,31515.44756,381.3369155,0.0,0.012678903,20,0,0,0
5497,2021,20–24,F,C,408.4894541,256083.7544,3098.613428,0.0,0.012678903,20,0,0,0
5498,2021,20–24,F,C,408.4894541,124074.1826,1501.29761,0.0,0.012678903,20,0,0,0
5499,2021,20–24,F,C,408.4894541,192892.2784,2333.996569,0.0,0.012678903,20,0,0,0
5500,2021,20–24,F,C,408.4894541,239448.8324,2897.330872,0.0,0.012678903,20,0,0,0
5501,2021,20–24,F,C,408.4894541,222873.7466,2696.772334,0.0,0.012678903,20,0,0,0
5502,2021,20–24,F,C,408.4894541,96273.24397,1164.906252,0.0,0.012678903,20,0,0,0
5503,2021,20–24,F,C,408.4894541,49506.04214,599.0231098,0.0,0.012678903,20,0,0,0
