id_synt,cal_yr,age_min,age_max,age_grp,sex,sch_grp,weight
0006823,2023,15,19,15–19,M,C,461.69743521163304
0006923,2023,15,19,15–19,M,C,461.69743521163304
0007023,2023,15,19,15–19,M,C,461.69743521163304
0007123,2023,15,19,15–19,M,C,461.69743521163304
0007223,2023,15,19,15–19,M,C,461.69743521163304
0007323,2023,15,19,15–19,M,C,461.69743521163304
0007423,2023,15,19,15–19,M,C,461.69743521163304
0007523,2023,15,19,15–19,M,C,461.69743521163304
0007623,2023,15,19,15–19,M,C,461.69743521163304
0007723,2023,15,19,15–19,M,C,461.69743521163304
0007823,2023,15,19,15–19,M,C,461.69743521163304
0007923,2023,15,19,15–19,M,C,461.69743521163304
0008023,2023,15,19,15–19,M,C,461.69743521163304
0008123,2023,15,19,15–19,M,C,461.69743521163304
0008223,2023,15,19,15–19,M,C,461.69743521163304
0008323,2023,15,19,15–19,M,C,461.69743521163304
0008423,2023,15,19,15–19,M,C,461.69743521163304
0008523,2023,15,19,15–19,M,C,461.69743521163304
0008623,2023,15,19,15–19,M,C,461.69743521163304
0008723,2023,15,19,15–19,M,C,461.69743521163304
0008823,2023,15,19,15–19,M,C,461.69743521163304
0008923,2023,15,19,15–19,M,C,461.69743521163304
0009023,2023,15,19,15–19,M,C,461.69743521163304
0009123,2023,15,19,15–19,M,C,461.69743521163304
0009223,2023,15,19,15–19,M,C,461.69743521163304
0009323,2023,15,19,15–19,M,C,461.69743521163304
0009423,2023,15,19,15–19,M,C,461.69743521163304
0009523,2023,15,19,15–19,M,C,461.69743521163304
0009623,2023,15,19,15–19,M,C,461.69743521163304
0009723,2023,15,19,15–19,M,C,461.69743521163304
0009823,2023,15,19,15–19,M,C,461.69743521163304
0009923,2023,15,19,15–19,M,C,461.69743521163304
0010023,2023,15,19,15–19,M,C,461.69743521163304
0010123,2023,15,19,15–19,M,C,461.69743521163304
0010223,2023,15,19,15–19,M,C,461.69743521163304
0010323,2023,15,19,15–19,M,C,461.69743521163304
0010423,2023,15,19,15–19,M,C,461.69743521163304
0010523,2023,15,19,15–19,M,C,461.69743521163304
0010623,2023,15,19,15–19,M,C,461.69743521163304
0010723,2023,15,19,15–19,M,C,461.69743521163304
0010823,2023,15,19,15–19,M,C,461.69743521163304
0010923,2023,15,19,15–19,M,C,461.69743521163304
0011023,2023,15,19,15–19,M,C,461.69743521163304
0011123,2023,15,19,15–19,M,C,461.69743521163304
0011223,2023,15,19,15–19,M,C,461.69743521163304
0011323,2023,15,19,15–19,M,C,461.69743521163304
0011423,2023,15,19,15–19,M,C,461.69743521163304
0011523,2023,15,19,15–19,M,C,461.69743521163304
0011623,2023,15,19,15–19,M,C,461.69743521163304
0011723,2023,15,19,15–19,M,C,461.69743521163304
0011823,2023,15,19,15–19,M,C,461.69743521163304
0011923,2023,15,19,15–19,M,C,461.69743521163304
0012023,2023,15,19,15–19,M,C,461.69743521163304
0012123,2023,15,19,15–19,M,C,461.69743521163304
0012223,2023,15,19,15–19,M,C,461.69743521163304
0012323,2023,15,19,15–19,M,C,461.69743521163304
0012423,2023,15,19,15–19,M,C,461.69743521163304
0012523,2023,15,19,15–19,M,C,461.69743521163304
0012623,2023,15,19,15–19,M,C,461.69743521163304
0012723,2023,15,19,15–19,M,C,461.69743521163304
0012823,2023,15,19,15–19,M,C,461.69743521163304
0012923,2023,15,19,15–19,M,C,461.69743521163304
0013023,2023,15,19,15–19,M,C,461.69743521163304
0013123,2023,15,19,15–19,M,C,461.69743521163304
0013223,2023,15,19,15–19,M,C,461.69743521163304
0013323,2023,15,19,15–19,M,C,461.69743521163304
0013423,2023,15,19,15–19,M,C,461.69743521163304
0013523,2023,15,19,15–19,M,C,461.69743521163304
0013623,2023,15,19,15–19,M,C,461.69743521163304
0013723,2023,15,19,15–19,M,C,461.69743521163304
0013823,2023,15,19,15–19,M,C,461.69743521163304
0013923,2023,15,19,15–19,M,C,461.69743521163304
0014023,2023,15,19,15–19,M,C,461.69743521163304
0014123,2023,15,19,15–19,M,C,461.69743521163304
0014223,2023,15,19,15–19,M,C,461.69743521163304
0014323,2023,15,19,15–19,M,C,461.69743521163304
0014423,2023,15,19,15–19,M,N,2486.456411188811
0014523,2023,15,19,15–19,M,N,2486.456411188811
0014623,2023,15,19,15–19,M,N,2486.456411188811
0014723,2023,15,19,15–19,M,N,2486.456411188811
0014823,2023,15,19,15–19,M,N,2486.456411188811
0014923,2023,15,19,15–19,M,N,2486.456411188811
0015023,2023,15,19,15–19,M,N,2486.456411188811
0015123,2023,15,19,15–19,M,N,2486.456411188811
0015223,2023,15,19,15–19,M,N,2486.456411188811
0015323,2023,15,19,15–19,M,N,2486.456411188811
0015423,2023,15,19,15–19,M,N,2486.456411188811
0015523,2023,15,19,15–19,M,N,2486.456411188811
0015623,2023,15,19,15–19,M,N,2486.456411188811
0015723,2023,15,19,15–19,M,N,2486.456411188811
0015823,2023,15,19,15–19,M,N,2486.456411188811
0015923,2023,15,19,15–19,M,N,2486.456411188811
0016023,2023,15,19,15–19,M,N,2486.456411188811
0016123,2023,15,19,15–19,M,N,2486.456411188811
0016223,2023,15,19,15–19,M,N,2486.456411188811
0016323,2023,15,19,15–19,M,N,2486.456411188811
0016423,2023,15,19,15–19,M,N,2486.456411188811
0016523,2023,15,19,15–19,M,N,2486.456411188811
0016623,2023,15,19,15–19,M,N,2486.456411188811
0016723,2023,15,19,15–19,M,N,2486.456411188811
0016823,2023,15,19,15–19,M,N,2486.456411188811
0016923,2023,15,19,15–19,M,N,2486.456411188811
0017023,2023,15,19,15–19,M,N,2486.456411188811
0017123,2023,15,19,15–19,M,N,2486.456411188811
0017223,2023,15,19,15–19,M,N,2486.456411188811
0017323,2023,15,19,15–19,M,N,2486.456411188811
0017423,2023,15,19,15–19,M,N,2486.456411188811
0017523,2023,15,19,15–19,M,N,2486.456411188811
0017623,2023,15,19,15–19,M,N,2486.456411188811
0017723,2023,15,19,15–19,M,N,2486.456411188811
0017823,2023,15,19,15–19,M,N,2486.456411188811
0017923,2023,15,19,15–19,M,N,2486.456411188811
0018023,2023,15,19,15–19,M,N,2486.456411188811
0018123,2023,15,19,15–19,M,N,2486.456411188811
0018223,2023,15,19,15–19,M,N,2486.456411188811
0018323,2023,15,19,15–19,M,N,2486.456411188811
0018423,2023,15,19,15–19,M,N,2486.456411188811
0018523,2023,15,19,15–19,M,N,2486.456411188811
0018623,2023,15,19,15–19,M,N,2486.456411188811
0018723,2023,15,19,15–19,M,N,2486.456411188811
0018823,2023,15,19,15–19,M,N,2486.456411188811
0018923,2023,15,19,15–19,M,N,2486.456411188811
0019023,2023,15,19,15–19,M,N,2486.456411188811
0019123,2023,15,19,15–19,M,N,2486.456411188811
0019223,2023,15,19,15–19,M,N,2486.456411188811
0019323,2023,15,19,15–19,M,N,2486.456411188811
0019423,2023,15,19,15–19,M,N,2486.456411188811
0019523,2023,15,19,15–19,M,N,2486.456411188811
0019623,2023,15,19,15–19,M,N,2486.456411188811
0019723,2023,15,19,15–19,M,N,2486.456411188811
0019823,2023,15,19,15–19,M,N,2486.456411188811
0019923,2023,15,19,15–19,M,N,2486.456411188811
0020023,2023,15,19,15–19,M,N,2486.456411188811
0020123,2023,15,19,15–19,M,N,2486.456411188811
0020223,2023,15,19,15–19,M,N,2486.456411188811
0020323,2023,15,19,15–19,M,N,2486.456411188811
0020423,2023,15,19,15–19,M,N,2486.456411188811
0020523,2023,15,19,15–19,M,N,2486.456411188811
0020623,2023,15,19,15–19,M,N,2486.456411188811
0020723,2023,15,19,15–19,M,N,2486.456411188811
0020823,2023,15,19,15–19,M,N,2486.456411188811
0020923,2023,15,19,15–19,M,N,2486.456411188811
0021023,2023,15,19,15–19,M,N,2486.456411188811
0021123,2023,15,19,15–19,M,N,2486.456411188811
0021223,2023,15,19,15–19,M,N,2486.456411188811
0021323,2023,15,19,15–19,M,N,2486.456411188811
0021423,2023,15,19,15–19,M,N,2486.456411188811
0021523,2023,15,19,15–19,M,N,2486.456411188811
0021623,2023,15,19,15–19,M,N,2486.456411188811
0021723,2023,15,19,15–19,M,N,2486.456411188811
0021823,2023,15,19,15–19,M,N,2486.456411188811
0021923,2023,15,19,15–19,M,N,2486.456411188811
0022023,2023,15,19,15–19,M,N,2486.456411188811
0022123,2023,15,19,15–19,M,N,2486.456411188811
0022223,2023,15,19,15–19,M,N,2486.456411188811
0022323,2023,15,19,15–19,M,N,2486.456411188811
0022423,2023,15,19,15–19,M,N,2486.456411188811
0022523,2023,15,19,15–19,M,N,2486.456411188811
0022623,2023,15,19,15–19,M,N,2486.456411188811
0022723,2023,15,19,15–19,M,N,2486.456411188811
0022823,2023,15,19,15–19,M,N,2486.456411188811
0022923,2023,15,19,15–19,M,N,2486.456411188811
0023023,2023,15,19,15–19,M,N,2486.456411188811
0023123,2023,15,19,15–19,M,N,2486.456411188811
0023223,2023,15,19,15–19,M,N,2486.456411188811
0023323,2023,15,19,15–19,M,N,2486.456411188811
0023423,2023,15,19,15–19,M,N,2486.456411188811
0023523,2023,15,19,15–19,M,N,2486.456411188811
0023623,2023,15,19,15–19,M,N,2486.456411188811
0023723,2023,15,19,15–19,M,N,2486.456411188811
0023823,2023,15,19,15–19,M,N,2486.456411188811
0023923,2023,15,19,15–19,M,N,2486.456411188811
0024023,2023,15,19,15–19,M,N,2486.456411188811
0024123,2023,15,19,15–19,M,N,2486.456411188811
0024223,2023,15,19,15–19,M,N,2486.456411188811
0024323,2023,15,19,15–19,M,N,2486.456411188811
0024423,2023,15,19,15–19,M,N,2486.456411188811
0024523,2023,15,19,15–19,M,N,2486.456411188811
0024623,2023,15,19,15–19,M,N,2486.456411188811
0024723,2023,15,19,15–19,M,N,2486.456411188811
0024823,2023,15,19,15–19,M,N,2486.456411188811
0024923,2023,15,19,15–19,M,N,2486.456411188811
0025023,2023,15,19,15–19,M,N,2486.456411188811
0025123,2023,15,19,15–19,M,N,2486.456411188811
0025223,2023,15,19,15–19,M,N,2486.456411188811
0025323,2023,15,19,15–19,M,N,2486.456411188811
0025423,2023,15,19,15–19,M,N,2486.456411188811
0025523,2023,15,19,15–19,M,N,2486.456411188811
0025623,2023,15,19,15–19,M,N,2486.456411188811
0025723,2023,15,19,15–19,M,N,2486.456411188811
0025823,2023,15,19,15–19,M,N,2486.456411188811
0025923,2023,15,19,15–19,M,N,2486.456411188811
0026023,2023,15,19,15–19,M,N,2486.456411188811
0026123,2023,15,19,15–19,M,N,2486.456411188811
0026223,2023,15,19,15–19,M,N,2486.456411188811
0026323,2023,15,19,15–19,M,N,2486.456411188811
0026423,2023,15,19,15–19,M,N,2486.456411188811
0026523,2023,15,19,15–19,M,N,2486.456411188811
0026623,2023,15,19,15–19,M,N,2486.456411188811
0026723,2023,15,19,15–19,M,N,2486.456411188811
0026823,2023,15,19,15–19,M,N,2486.456411188811
0026923,2023,15,19,15–19,M,N,2486.456411188811
0027023,2023,15,19,15–19,M,N,2486.456411188811
0027123,2023,15,19,15–19,M,N,2486.456411188811
0027223,2023,15,19,15–19,M,N,2486.456411188811
0027323,2023,15,19,15–19,M,N,2486.456411188811
0027423,2023,15,19,15–19,M,N,2486.456411188811
0027523,2023,15,19,15–19,M,N,2486.456411188811
0027623,2023,15,19,15–19,M,N,2486.456411188811
0027723,2023,15,19,15–19,M,N,2486.456411188811
0027823,2023,15,19,15–19,M,N,2486.456411188811
0027923,2023,15,19,15–19,M,N,2486.456411188811
0028023,2023,15,19,15–19,M,N,2486.456411188811
0028123,2023,15,19,15–19,M,N,2486.456411188811
0028223,2023,15,19,15–19,M,N,2486.456411188811
0028323,2023,15,19,15–19,M,N,2486.456411188811
0028423,2023,15,19,15–19,M,N,2486.456411188811
0028523,2023,15,19,15–19,M,N,2486.456411188811
0028623,2023,15,19,15–19,M,N,2486.456411188811
0028723,2023,20,24,20–24,M,C,460.17597277400444
0028823,2023,20,24,20–24,M,C,460.17597277400444
0028923,2023,20,24,20–24,M,C,460.17597277400444
0029023,2023,20,24,20–24,M,C,460.17597277400444
0029123,2023,20,24,20–24,M,C,460.17597277400444
0029223,2023,20,24,20–24,M,C,460.17597277400444
0029323,2023,20,24,20–24,M,C,460.17597277400444
0029423,2023,20,24,20–24,M,C,460.17597277400444
0029523,2023,20,24,20–24,M,C,460.17597277400444
0029623,2023,20,24,20–24,M,C,460.17597277400444
0029723,2023,20,24,20–24,M,C,460.17597277400444
0029823,2023,20,24,20–24,M,C,460.17597277400444
0029923,2023,20,24,20–24,M,C,460.17597277400444
0030023,2023,20,24,20–24,M,C,460.17597277400444
0030123,2023,20,24,20–24,M,C,460.17597277400444
0030223,2023,20,24,20–24,M,C,460.17597277400444
0030323,2023,20,24,20–24,M,C,460.17597277400444
0030423,2023,20,24,20–24,M,C,460.17597277400444
0030523,2023,20,24,20–24,M,C,460.17597277400444
0030623,2023,20,24,20–24,M,C,460.17597277400444
0030723,2023,20,24,20–24,M,C,460.17597277400444
0030823,2023,20,24,20–24,M,C,460.17597277400444
0030923,2023,20,24,20–24,M,C,460.17597277400444
0031023,2023,20,24,20–24,M,C,460.17597277400444
0031123,2023,20,24,20–24,M,C,460.17597277400444
0031223,2023,20,24,20–24,M,C,460.17597277400444
0031323,2023,20,24,20–24,M,C,460.17597277400444
0031423,2023,20,24,20–24,M,C,460.17597277400444
0031523,2023,20,24,20–24,M,C,460.17597277400444
0031623,2023,20,24,20–24,M,C,460.17597277400444
0031723,2023,20,24,20–24,M,C,460.17597277400444
0031823,2023,20,24,20–24,M,C,460.17597277400444
0031923,2023,20,24,20–24,M,C,460.17597277400444
0032023,2023,20,24,20–24,M,C,460.17597277400444
0032123,2023,20,24,20–24,M,C,460.17597277400444
0032223,2023,20,24,20–24,M,C,460.17597277400444
0032323,2023,20,24,20–24,M,C,460.17597277400444
0032423,2023,20,24,20–24,M,C,460.17597277400444
0032523,2023,20,24,20–24,M,C,460.17597277400444
0032623,2023,20,24,20–24,M,C,460.17597277400444
0032723,2023,20,24,20–24,M,C,460.17597277400444
0032823,2023,20,24,20–24,M,C,460.17597277400444
0032923,2023,20,24,20–24,M,C,460.17597277400444
0033023,2023,20,24,20–24,M,C,460.17597277400444
0033123,2023,20,24,20–24,M,C,460.17597277400444
0033223,2023,20,24,20–24,M,C,460.17597277400444
0033323,2023,20,24,20–24,M,C,460.17597277400444
0033423,2023,20,24,20–24,M,C,460.17597277400444
0033523,2023,20,24,20–24,M,C,460.17597277400444
0033623,2023,20,24,20–24,M,C,460.17597277400444
0033723,2023,20,24,20–24,M,C,460.17597277400444
0033823,2023,20,24,20–24,M,C,460.17597277400444
0033923,2023,20,24,20–24,M,C,460.17597277400444
0034023,2023,20,24,20–24,M,C,460.17597277400444
0034123,2023,20,24,20–24,M,C,460.17597277400444
0034223,2023,20,24,20–24,M,C,460.17597277400444
0034323,2023,20,24,20–24,M,C,460.17597277400444
0034423,2023,20,24,20–24,M,C,460.17597277400444
0034523,2023,20,24,20–24,M,C,460.17597277400444
0034623,2023,20,24,20–24,M,C,460.17597277400444
0034723,2023,20,24,20–24,M,C,460.17597277400444
0034823,2023,20,24,20–24,M,C,460.17597277400444
0034923,2023,20,24,20–24,M,C,460.17597277400444
0035023,2023,20,24,20–24,M,C,460.17597277400444
0035123,2023,20,24,20–24,M,C,460.17597277400444
0035223,2023,20,24,20–24,M,C,460.17597277400444
0035323,2023,20,24,20–24,M,C,460.17597277400444
0035423,2023,20,24,20–24,M,C,460.17597277400444
0035523,2023,20,24,20–24,M,C,460.17597277400444
0035623,2023,20,24,20–24,M,C,460.17597277400444
0035723,2023,20,24,20–24,M,C,460.17597277400444
0035823,2023,20,24,20–24,M,C,460.17597277400444
0035923,2023,20,24,20–24,M,C,460.17597277400444
0036023,2023,20,24,20–24,M,C,460.17597277400444
0036123,2023,20,24,20–24,M,C,460.17597277400444
0036223,2023,20,24,20–24,M,C,460.17597277400444
0036323,2023,20,24,20–24,M,C,460.17597277400444
0036423,2023,20,24,20–24,M,C,460.17597277400444
0036523,2023,20,24,20–24,M,C,460.17597277400444
0036623,2023,20,24,20–24,M,C,460.17597277400444
0036723,2023,20,24,20–24,M,C,460.17597277400444
0036823,2023,20,24,20–24,M,C,460.17597277400444
0036923,2023,20,24,20–24,M,C,460.17597277400444
0037023,2023,20,24,20–24,M,C,460.17597277400444
0037123,2023,20,24,20–24,M,C,460.17597277400444
0037223,2023,20,24,20–24,M,C,460.17597277400444
0037323,2023,20,24,20–24,M,C,460.17597277400444
0037423,2023,20,24,20–24,M,C,460.17597277400444
0037523,2023,20,24,20–24,M,C,460.17597277400444
0037623,2023,20,24,20–24,M,C,460.17597277400444
0037723,2023,20,24,20–24,M,C,460.17597277400444
0037823,2023,20,24,20–24,M,C,460.17597277400444
0037923,2023,20,24,20–24,M,C,460.17597277400444
0038023,2023,20,24,20–24,M,C,460.17597277400444
0038123,2023,20,24,20–24,M,C,460.17597277400444
0038223,2023,20,24,20–24,M,C,460.17597277400444
0038323,2023,20,24,20–24,M,C,460.17597277400444
0038423,2023,20,24,20–24,M,C,460.17597277400444
0038523,2023,20,24,20–24,M,C,460.17597277400444
0038623,2023,20,24,20–24,M,C,460.17597277400444
0038723,2023,20,24,20–24,M,C,460.17597277400444
0038823,2023,20,24,20–24,M,C,460.17597277400444
0038923,2023,20,24,20–24,M,C,460.17597277400444
0039023,2023,20,24,20–24,M,C,460.17597277400444
0039123,2023,20,24,20–24,M,C,460.17597277400444
0039223,2023,20,24,20–24,M,C,460.17597277400444
0039323,2023,20,24,20–24,M,C,460.17597277400444
0039423,2023,20,24,20–24,M,C,460.17597277400444
0039523,2023,20,24,20–24,M,C,460.17597277400444
0039623,2023,20,24,20–24,M,C,460.17597277400444
0039723,2023,20,24,20–24,M,C,460.17597277400444
0039823,2023,20,24,20–24,M,C,460.17597277400444
0039923,2023,20,24,20–24,M,C,460.17597277400444
0040023,2023,20,24,20–24,M,C,460.17597277400444
0040123,2023,20,24,20–24,M,C,460.17597277400444
0040223,2023,20,24,20–24,M,C,460.17597277400444
0040323,2023,20,24,20–24,M,C,460.17597277400444
0040423,2023,20,24,20–24,M,C,460.17597277400444
0040523,2023,20,24,20–24,M,C,460.17597277400444
0040623,2023,20,24,20–24,M,C,460.17597277400444
0040723,2023,20,24,20–24,M,C,460.17597277400444
0040823,2023,20,24,20–24,M,C,460.17597277400444
0040923,2023,20,24,20–24,M,C,460.17597277400444
0041023,2023,20,24,20–24,M,C,460.17597277400444
0041123,2023,20,24,20–24,M,C,460.17597277400444
0041223,2023,20,24,20–24,M,C,460.17597277400444
0041323,2023,20,24,20–24,M,C,460.17597277400444
0041423,2023,20,24,20–24,M,C,460.17597277400444
0041523,2023,20,24,20–24,M,C,460.17597277400444
0041623,2023,20,24,20–24,M,C,460.17597277400444
0041723,2023,20,24,20–24,M,C,460.17597277400444
0041823,2023,20,24,20–24,M,C,460.17597277400444
0041923,2023,20,24,20–24,M,C,460.17597277400444
0042023,2023,20,24,20–24,M,C,460.17597277400444
0042123,2023,20,24,20–24,M,C,460.17597277400444
0042223,2023,20,24,20–24,M,C,460.17597277400444
0042323,2023,20,24,20–24,M,C,460.17597277400444
0042423,2023,20,24,20–24,M,C,460.17597277400444
0042523,2023,20,24,20–24,M,C,460.17597277400444
0042623,2023,20,24,20–24,M,C,460.17597277400444
0042723,2023,20,24,20–24,M,C,460.17597277400444
0042823,2023,20,24,20–24,M,C,460.17597277400444
0042923,2023,20,24,20–24,M,C,460.17597277400444
0043023,2023,20,24,20–24,M,C,460.17597277400444
0043123,2023,20,24,20–24,M,C,460.17597277400444
0043223,2023,20,24,20–24,M,C,460.17597277400444
0043323,2023,20,24,20–24,M,C,460.17597277400444
0043423,2023,20,24,20–24,M,C,460.17597277400444
0043523,2023,20,24,20–24,M,C,460.17597277400444
0043623,2023,20,24,20–24,M,C,460.17597277400444
0043723,2023,20,24,20–24,M,C,460.17597277400444
0043823,2023,20,24,20–24,M,C,460.17597277400444
0043923,2023,20,24,20–24,M,C,460.17597277400444
0044023,2023,20,24,20–24,M,C,460.17597277400444
0044123,2023,20,24,20–24,M,C,460.17597277400444
0044223,2023,20,24,20–24,M,C,460.17597277400444
0044323,2023,20,24,20–24,M,C,460.17597277400444
0044423,2023,20,24,20–24,M,C,460.17597277400444
0044523,2023,20,24,20–24,M,C,460.17597277400444
0044623,2023,20,24,20–24,M,C,460.17597277400444
0044723,2023,20,24,20–24,M,C,460.17597277400444
0044823,2023,20,24,20–24,M,C,460.17597277400444
0044923,2023,20,24,20–24,M,C,460.17597277400444
0045023,2023,20,24,20–24,M,C,460.17597277400444
0045123,2023,20,24,20–24,M,C,460.17597277400444
0045223,2023,20,24,20–24,M,C,460.17597277400444
0045323,2023,20,24,20–24,M,C,460.17597277400444
0045423,2023,20,24,20–24,M,C,460.17597277400444
0045523,2023,20,24,20–24,M,C,460.17597277400444
0045623,2023,20,24,20–24,M,C,460.17597277400444
0045723,2023,20,24,20–24,M,C,460.17597277400444
0045823,2023,20,24,20–24,M,C,460.17597277400444
0045923,2023,20,24,20–24,M,C,460.17597277400444
0046023,2023,20,24,20–24,M,C,460.17597277400444
0046123,2023,20,24,20–24,M,C,460.17597277400444
0046223,2023,20,24,20–24,M,C,460.17597277400444
0046323,2023,20,24,20–24,M,C,460.17597277400444
0046423,2023,20,24,20–24,M,C,460.17597277400444
0046523,2023,20,24,20–24,M,C,460.17597277400444
0046623,2023,20,24,20–24,M,C,460.17597277400444
0046723,2023,20,24,20–24,M,C,460.17597277400444
0046823,2023,20,24,20–24,M,C,460.17597277400444
0046923,2023,20,24,20–24,M,C,460.17597277400444
0047023,2023,20,24,20–24,M,C,460.17597277400444
0047123,2023,20,24,20–24,M,C,460.17597277400444
0047223,2023,20,24,20–24,M,C,460.17597277400444
0047323,2023,20,24,20–24,M,C,460.17597277400444
0047423,2023,20,24,20–24,M,C,460.17597277400444
0047523,2023,20,24,20–24,M,C,460.17597277400444
0047623,2023,20,24,20–24,M,C,460.17597277400444
0047723,2023,20,24,20–24,M,C,460.17597277400444
0047823,2023,20,24,20–24,M,C,460.17597277400444
0047923,2023,20,24,20–24,M,C,460.17597277400444
0048023,2023,20,24,20–24,M,C,460.17597277400444
0048123,2023,20,24,20–24,M,C,460.17597277400444
0048223,2023,20,24,20–24,M,C,460.17597277400444
0048323,2023,20,24,20–24,M,C,460.17597277400444
0048423,2023,20,24,20–24,M,C,460.17597277400444
0048523,2023,20,24,20–24,M,C,460.17597277400444
0048623,2023,20,24,20–24,M,C,460.17597277400444
0048723,2023,20,24,20–24,M,C,460.17597277400444
0048823,2023,20,24,20–24,M,C,460.17597277400444
0048923,2023,20,24,20–24,M,C,460.17597277400444
0049023,2023,20,24,20–24,M,C,460.17597277400444
0049123,2023,20,24,20–24,M,C,460.17597277400444
0049223,2023,20,24,20–24,M,C,460.17597277400444
0049323,2023,20,24,20–24,M,C,460.17597277400444
0049423,2023,20,24,20–24,M,C,460.17597277400444
0049523,2023,20,24,20–24,M,C,460.17597277400444
0049623,2023,20,24,20–24,M,C,460.17597277400444
0049723,2023,20,24,20–24,M,C,460.17597277400444
0049823,2023,20,24,20–24,M,C,460.17597277400444
0049923,2023,20,24,20–24,M,C,460.17597277400444
0050023,2023,20,24,20–24,M,C,460.17597277400444
0050123,2023,20,24,20–24,M,C,460.17597277400444
0050223,2023,20,24,20–24,M,C,460.17597277400444
0050323,2023,20,24,20–24,M,C,460.17597277400444
0050423,2023,20,24,20–24,M,C,460.17597277400444
0050523,2023,20,24,20–24,M,C,460.17597277400444
0050623,2023,20,24,20–24,M,C,460.17597277400444
0050723,2023,20,24,20–24,M,C,460.17597277400444
0050823,2023,20,24,20–24,M,C,460.17597277400444
0050923,2023,20,24,20–24,M,C,460.17597277400444
0051023,2023,20,24,20–24,M,C,460.17597277400444
0051123,2023,20,24,20–24,M,C,460.17597277400444
0051223,2023,20,24,20–24,M,C,460.17597277400444
0051323,2023,20,24,20–24,M,C,460.17597277400444
0051423,2023,20,24,20–24,M,C,460.17597277400444
0051523,2023,20,24,20–24,M,N,2478.2626236842107
